Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
1997-98,11-01-1998,Sociedad,Barcelona,2,2,D,0,1,A
1997-98,11-01-1998,Sp Gijon,Compostela,0,2,A,0,0,D
1997-98,11-01-1998,Zaragoza,Celta,1,0,H,0,0,D
1997-98,12-01-1998,Valencia,Mallorca,0,0,D,0,0,D
1997-98,17-01-1998,Celta,Espanol,1,0,H,1,0,H
1997-98,17-01-1998,Oviedo,Zaragoza,3,0,H,2,0,H
1997-98,17-01-1998,Valladolid,Ath Madrid,2,1,H,1,1,D
1997-98,18-01-1998,Ath Bilbao,Betis,0,0,D,0,0,D
1997-98,18-01-1998,Compostela,Merida,3,0,H,1,0,H
1997-98,18-01-1998,Mallorca,La Coruna,0,0,D,0,0,D
1997-98,18-01-1998,Real Madrid,Salamanca,1,0,H,1,0,H
1997-98,18-01-1998,Santander,Sociedad,3,1,H,2,0,H
1997-98,18-01-1998,Tenerife,Sp Gijon,2,1,H,0,0,D
1997-98,19-01-1998,Barcelona,Valencia,3,4,A,1,0,H
1997-98,24-01-1998,Ath Madrid,Ath Bilbao,3,0,H,1,0,H
1997-98,25-01-1998,Betis,Celta,2,0,H,1,0,H
1997-98,25-01-1998,Espanol,Oviedo,0,0,D,0,0,D
1997-98,25-01-1998,La Coruna,Barcelona,3,1,H,1,0,H
1997-98,25-01-1998,Sociedad,Real Madrid,4,2,H,2,1,H
1997-98,25-01-1998,Sp Gijon,Mallorca,1,3,A,1,2,A
1997-98,25-01-1998,Tenerife,Compostela,5,1,H,1,1,D
1997-98,25-01-1998,Valencia,Santander,6,1,H,2,0,H
1997-98,25-01-1998,Zaragoza,Merida,1,1,D,0,0,D
1997-98,26-01-1998,Salamanca,Valladolid,1,0,H,1,0,H
1997-98,31-01-1998,Ath Bilbao,Salamanca,1,0,H,0,0,D
1997-98,31-01-1998,Mallorca,Tenerife,5,1,H,3,0,H
1997-98,31-01-1998,Oviedo,Betis,0,0,D,0,0,D
1997-98,01-02-1998,Barcelona,Sp Gijon,2,1,H,2,1,H
1997-98,01-02-1998,Celta,Ath Madrid,1,1,D,1,1,D
1997-98,01-02-1998,Compostela,Zaragoza,2,0,H,0,0,D
1997-98,01-02-1998,Merida,Espanol,1,1,D,0,0,D
1997-98,01-02-1998,Santander,La Coruna,0,1,A,0,0,D
1997-98,01-02-1998,Valladolid,Sociedad,0,4,A,0,2,A
1997-98,02-02-1998,Real Madrid,Valencia,1,2,A,0,2,A
1997-98,08-02-1998,Betis,Merida,2,1,H,1,0,H
1997-98,08-02-1998,Espanol,Zaragoza,0,1,A,0,1,A
1997-98,08-02-1998,La Coruna,Real Madrid,2,2,D,2,1,H
1997-98,08-02-1998,Mallorca,Compostela,2,1,H,0,1,A
1997-98,08-02-1998,Salamanca,Celta,0,1,A,0,1,A
1997-98,08-02-1998,Sociedad,Ath Bilbao,1,1,D,0,1,A
1997-98,08-02-1998,Sp Gijon,Santander,2,1,H,2,0,H
1997-98,08-02-1998,Tenerife,Barcelona,1,1,D,0,1,A
1997-98,08-02-1998,Valencia,Valladolid,1,2,A,1,2,A
1997-98,09-02-1998,Ath Madrid,Oviedo,4,1,H,2,0,H
1997-98,14-02-1998,Valladolid,La Coruna,1,0,H,0,0,D
1997-98,15-02-1998,Ath Bilbao,Valencia,0,3,A,0,1,A
1997-98,15-02-1998,Barcelona,Mallorca,0,0,D,0,0,D
1997-98,15-02-1998,Celta,Sociedad,2,1,H,1,1,D
1997-98,15-02-1998,Compostela,Espanol,1,1,D,0,1,A
1997-98,15-02-1998,Merida,Ath Madrid,2,1,H,0,0,D
1997-98,15-02-1998,Oviedo,Salamanca,2,0,H,1,0,H
1997-98,15-02-1998,Real Madrid,Sp Gijon,3,0,H,0,0,D
1997-98,15-02-1998,Santander,Tenerife,2,1,H,0,1,A
1997-98,15-02-1998,Zaragoza,Betis,3,1,H,1,1,D
1997-98,21-02-1998,Sp Gijon,Valladolid,1,2,A,0,2,A
1997-98,21-02-1998,Tenerife,Real Madrid,4,3,H,1,0,H
1997-98,22-02-1998,Barcelona,Compostela,2,0,H,2,0,H
1997-98,22-02-1998,Betis,Espanol,1,3,A,1,1,D
1997-98,22-02-1998,La Coruna,Ath Bilbao,3,0,H,0,0,D
1997-98,22-02-1998,Mallorca,Santander,2,1,H,0,0,D
1997-98,22-02-1998,Salamanca,Merida,3,1,H,3,0,H
1997-98,22-02-1998,Sociedad,Oviedo,2,2,D,1,1,D
1997-98,22-02-1998,Valencia,Celta,2,1,H,1,0,H
1997-98,23-02-1998,Ath Madrid,Zaragoza,2,1,H,0,0,D
1997-98,25-02-1998,Betis,Valladolid,3,0,H,1,0,H
1997-98,28-02-1998,Compostela,Betis,2,3,A,1,1,D
1997-98,28-02-1998,Espanol,Ath Madrid,2,2,D,1,0,H
1997-98,28-02-1998,Real Madrid,Mallorca,2,0,H,2,0,H
1997-98,01-03-1998,Ath Bilbao,Sp Gijon,2,2,D,0,2,A
1997-98,01-03-1998,Celta,La Coruna,2,1,H,0,1,A
1997-98,01-03-1998,Merida,Sociedad,3,1,H,1,0,H
1997-98,01-03-1998,Oviedo,Valencia,0,0,D,0,0,D
1997-98,01-03-1998,Valladolid,Tenerife,2,1,H,1,0,H
1997-98,01-03-1998,Zaragoza,Salamanca,1,1,D,0,1,A
1997-98,02-03-1998,Santander,Barcelona,2,4,A,1,0,H
1997-98,07-03-1998,Barcelona,Real Madrid,3,0,H,0,0,D
1997-98,08-03-1998,Ath Madrid,Betis,0,0,D,0,0,D
1997-98,08-03-1998,La Coruna,Oviedo,2,1,H,1,0,H
1997-98,08-03-1998,Mallorca,Valladolid,1,1,D,0,0,D
1997-98,08-03-1998,Salamanca,Espanol,2,1,H,0,1,A
1997-98,08-03-1998,Santander,Compostela,1,1,D,1,0,H
1997-98,08-03-1998,Sociedad,Zaragoza,0,1,A,0,0,D
1997-98,08-03-1998,Sp Gijon,Celta,0,1,A,0,0,D
1997-98,08-03-1998,Tenerife,Ath Bilbao,0,2,A,0,1,A
1997-98,09-03-1998,Valencia,Merida,3,0,H,1,0,H
1997-98,14-03-1998,Compostela,Ath Madrid,2,1,H,0,0,D
1997-98,14-03-1998,Real Madrid,Santander,2,2,D,1,1,D
1997-98,15-03-1998,Betis,Salamanca,2,1,H,1,0,H
1997-98,15-03-1998,Celta,Tenerife,0,0,D,0,0,D
1997-98,15-03-1998,Espanol,Sociedad,0,3,A,0,0,D
1997-98,15-03-1998,Merida,La Coruna,1,0,H,1,0,H
1997-98,15-03-1998,Oviedo,Sp Gijon,2,1,H,1,1,D
1997-98,15-03-1998,Valladolid,Barcelona,1,2,A,1,0,H
1997-98,15-03-1998,Zaragoza,Valencia,0,2,A,0,0,D
1997-98,16-03-1998,Ath Bilbao,Mallorca,3,1,H,1,0,H
1997-98,21-03-1998,Salamanca,Ath Madrid,5,4,H,2,2,D
1997-98,22-03-1998,Barcelona,Ath Bilbao,4,0,H,2,0,H
1997-98,22-03-1998,La Coruna,Zaragoza,2,1,H,1,0,H
1997-98,22-03-1998,Mallorca,Celta,4,2,H,2,0,H
1997-98,22-03-1998,Real Madrid,Compostela,2,1,H,1,1,D
1997-98,22-03-1998,Santander,Valladolid,1,2,A,1,1,D
1997-98,22-03-1998,Sociedad,Betis,2,0,H,1,0,H
1997-98,22-03-1998,Sp Gijon,Merida,0,0,D,0,0,D
1997-98,22-03-1998,Tenerife,Oviedo,1,0,H,1,0,H
1997-98,22-03-1998,Valencia,Espanol,0,0,D,0,0,D
1997-98,28-03-1998,Ath Madrid,Sociedad,2,2,D,1,0,H
1997-98,28-03-1998,Betis,Valencia,1,0,H,0,0,D
1997-98,28-03-1998,Valladolid,Real Madrid,1,1,D,0,1,A
1997-98,29-03-1998,Ath Bilbao,Santander,4,3,H,0,2,A
1997-98,29-03-1998,Celta,Barcelona,3,1,H,2,1,H
1997-98,29-03-1998,Compostela,Salamanca,2,0,H,1,0,H
1997-98,29-03-1998,Espanol,La Coruna,2,0,H,1,0,H
1997-98,29-03-1998,Merida,Tenerife,1,1,D,0,0,D
1997-98,29-03-1998,Oviedo,Mallorca,0,1,A,0,1,A
1997-98,29-03-1998,Zaragoza,Sp Gijon,0,0,D,0,0,D
1997-98,04-04-1998,Barcelona,Oviedo,2,1,H,2,0,H
1997-98,04-04-1998,La Coruna,Betis,2,0,H,0,0,D
1997-98,04-04-1998,Real Madrid,Ath Bilbao,0,0,D,0,0,D
1997-98,05-04-1998,Mallorca,Merida,1,0,H,1,0,H
1997-98,05-04-1998,Santander,Celta,2,1,H,0,0,D
1997-98,05-04-1998,Sociedad,Salamanca,1,1,D,1,0,H
1997-98,05-04-1998,Sp Gijon,Espanol,1,0,H,1,0,H
1997-98,05-04-1998,Tenerife,Zaragoza,0,0,D,0,0,D
1997-98,05-04-1998,Valencia,Ath Madrid,4,1,H,0,0,D
1997-98,05-04-1998,Valladolid,Compostela,4,1,H,3,0,H
1997-98,07-04-1998,Betis,Barcelona,0,2,A,0,0,D
1997-98,11-04-1998,Ath Madrid,La Coruna,3,0,H,3,0,H
1997-98,11-04-1998,Celta,Real Madrid,2,1,H,1,0,H
1997-98,11-04-1998,Merida,Barcelona,1,2,A,0,0,D
1997-98,12-04-1998,Ath Bilbao,Valladolid,2,0,H,1,0,H
1997-98,12-04-1998,Compostela,Sociedad,1,3,A,0,2,A
1997-98,12-04-1998,Espanol,Tenerife,2,0,H,2,0,H
1997-98,12-04-1998,Oviedo,Santander,0,1,A,0,0,D
1997-98,12-04-1998,Salamanca,Valencia,6,0,H,3,0,H
1997-98,12-04-1998,Zaragoza,Mallorca,2,3,A,0,1,A
1997-98,13-04-1998,Betis,Sp Gijon,2,1,H,2,0,H
1997-98,18-04-1998,Valencia,Sociedad,3,2,H,1,1,D
1997-98,19-04-1998,Ath Bilbao,Compostela,2,0,H,0,0,D
1997-98,19-04-1998,Barcelona,Zaragoza,1,0,H,0,0,D
1997-98,19-04-1998,La Coruna,Salamanca,1,0,H,0,0,D
1997-98,19-04-1998,Mallorca,Espanol,2,2,D,0,0,D
1997-98,19-04-1998,Real Madrid,Oviedo,5,1,H,2,0,H
1997-98,19-04-1998,Santander,Merida,2,0,H,1,0,H
1997-98,19-04-1998,Sp Gijon,Ath Madrid,2,3,A,2,0,H
1997-98,19-04-1998,Tenerife,Betis,3,1,H,0,1,A
1997-98,19-04-1998,Valladolid,Celta,0,0,D,0,0,D
1997-98,25-04-1998,Betis,Mallorca,2,1,H,0,1,A
1997-98,25-04-1998,Espanol,Barcelona,1,1,D,0,1,A
1997-98,26-04-1998,Ath Madrid,Tenerife,2,2,D,1,1,D
1997-98,26-04-1998,Celta,Ath Bilbao,1,1,D,0,1,A
1997-98,26-04-1998,Compostela,Valencia,3,1,H,3,1,H
1997-98,26-04-1998,Merida,Real Madrid,2,2,D,0,0,D
1997-98,26-04-1998,Oviedo,Valladolid,0,1,A,0,0,D
1997-98,26-04-1998,Salamanca,Sp Gijon,4,0,H,0,0,D
1997-98,26-04-1998,Zaragoza,Santander,2,0,H,1,0,H
1997-98,27-04-1998,Sociedad,La Coruna,1,1,D,0,1,A
1997-98,02-05-1998,La Coruna,Valencia,1,2,A,0,0,D
1997-98,03-05-1998,Ath Bilbao,Oviedo,3,0,H,1,0,H
1997-98,03-05-1998,Barcelona,Betis,1,3,A,1,0,H
1997-98,03-05-1998,Celta,Compostela,3,3,D,1,2,A
1997-98,03-05-1998,Mallorca,Ath Madrid,2,1,H,1,1,D
1997-98,03-05-1998,Santander,Espanol,1,1,D,0,1,A
1997-98,03-05-1998,Sp Gijon,Sociedad,0,2,A,0,1,A
1997-98,03-05-1998,Tenerife,Salamanca,2,0,H,0,0,D
1997-98,03-05-1998,Valladolid,Merida,0,0,D,0,0,D
1997-98,04-05-1998,Real Madrid,Zaragoza,0,2,A,0,0,D
1997-98,09-05-1998,Espanol,Real Madrid,1,0,H,0,0,D
1997-98,09-05-1998,Valencia,Sp Gijon,2,2,D,1,2,A
1997-98,10-05-1998,Ath Madrid,Barcelona,5,2,H,2,1,H
1997-98,10-05-1998,Betis,Santander,0,2,A,0,0,D
1997-98,10-05-1998,La Coruna,Compostela,2,6,A,2,2,D
1997-98,10-05-1998,Merida,Ath Bilbao,0,0,D,0,0,D
1997-98,10-05-1998,Oviedo,Celta,3,1,H,1,0,H
1997-98,10-05-1998,Salamanca,Mallorca,1,1,D,0,1,A
1997-98,10-05-1998,Sociedad,Tenerife,1,1,D,0,1,A
1997-98,10-05-1998,Zaragoza,Valladolid,0,0,D,0,0,D
1997-98,15-05-1998,Ath Bilbao,Zaragoza,1,0,H,1,0,H
1997-98,15-05-1998,Barcelona,Salamanca,1,4,A,0,1,A
1997-98,15-05-1998,Celta,Merida,2,0,H,1,0,H
1997-98,15-05-1998,Compostela,Oviedo,1,0,H,1,0,H
1997-98,15-05-1998,Mallorca,Sociedad,0,1,A,0,0,D
1997-98,15-05-1998,Real Madrid,Betis,1,0,H,0,0,D
1997-98,15-05-1998,Santander,Ath Madrid,0,1,A,0,1,A
1997-98,15-05-1998,Tenerife,Valencia,3,2,H,1,1,D
1997-98,15-05-1998,Valladolid,Espanol,0,0,D,0,0,D
1997-98,16-05-1998,Sp Gijon,La Coruna,0,3,A,0,1,A
1998-99,29-08-1998,Alaves,Betis,0,0,D,0,0,D
1998-99,29-08-1998,Valencia,Ath Madrid,1,0,H,0,0,D
1998-99,30-08-1998,Celta,La Coruna,0,0,D,0,0,D
1998-99,30-08-1998,Espanol,Tenerife,2,1,H,1,0,H
1998-99,30-08-1998,Extremadura,Valladolid,0,0,D,0,0,D
1998-99,30-08-1998,Salamanca,Mallorca,0,0,D,0,0,D
1998-99,30-08-1998,Santander,Barcelona,0,0,D,0,0,D
1998-99,30-08-1998,Sociedad,Oviedo,3,3,D,1,2,A
1998-99,30-08-1998,Zaragoza,Ath Bilbao,2,0,H,0,0,D
1998-99,31-08-1998,Real Madrid,Villareal,4,1,H,1,1,D
1998-99,12-09-1998,Ath Bilbao,Santander,2,0,H,2,0,H
1998-99,12-09-1998,Ath Madrid,Salamanca,2,0,H,0,0,D
1998-99,12-09-1998,Barcelona,Extremadura,1,0,H,1,0,H
1998-99,12-09-1998,Betis,Zaragoza,1,3,A,0,1,A
1998-99,12-09-1998,La Coruna,Valencia,1,0,H,1,0,H
1998-99,12-09-1998,Tenerife,Sociedad,2,2,D,1,0,H
1998-99,12-09-1998,Valladolid,Real Madrid,0,1,A,0,1,A
1998-99,12-09-1998,Villareal,Celta,1,1,D,1,1,D
1998-99,13-09-1998,Mallorca,Espanol,2,0,H,1,0,H
1998-99,13-09-1998,Oviedo,Alaves,1,0,H,1,0,H
1998-99,19-09-1998,Real Madrid,Barcelona,2,2,D,2,1,H
1998-99,20-09-1998,Alaves,Zaragoza,1,0,H,0,0,D
1998-99,20-09-1998,Celta,Valladolid,0,0,D,0,0,D
1998-99,20-09-1998,Espanol,Ath Madrid,1,1,D,0,0,D
1998-99,20-09-1998,Extremadura,Ath Bilbao,0,1,A,0,0,D
1998-99,20-09-1998,Oviedo,Tenerife,0,1,A,0,1,A
1998-99,20-09-1998,Salamanca,La Coruna,3,1,H,1,0,H
1998-99,20-09-1998,Santander,Betis,1,0,H,0,0,D
1998-99,20-09-1998,Sociedad,Mallorca,0,1,A,0,1,A
1998-99,20-09-1998,Valencia,Villareal,1,0,H,1,0,H
1998-99,26-09-1998,Ath Bilbao,Real Madrid,2,3,A,1,1,D
1998-99,26-09-1998,Ath Madrid,Sociedad,4,1,H,3,0,H
1998-99,26-09-1998,Barcelona,Celta,2,2,D,1,1,D
1998-99,26-09-1998,Betis,Extremadura,1,1,D,0,0,D
1998-99,26-09-1998,Valladolid,Valencia,3,1,H,2,1,H
1998-99,27-09-1998,La Coruna,Espanol,1,0,H,0,0,D
1998-99,27-09-1998,Mallorca,Oviedo,0,0,D,0,0,D
1998-99,27-09-1998,Tenerife,Alaves,1,2,A,0,2,A
1998-99,27-09-1998,Villareal,Salamanca,5,0,H,1,0,H
1998-99,27-09-1998,Zaragoza,Santander,3,1,H,1,0,H
1998-99,03-10-1998,Valencia,Barcelona,1,3,A,1,0,H
1998-99,04-10-1998,Alaves,Santander,0,1,A,0,1,A
1998-99,04-10-1998,Celta,Ath Bilbao,3,2,H,2,0,H
1998-99,04-10-1998,Espanol,Villareal,1,1,D,0,0,D
1998-99,04-10-1998,Extremadura,Zaragoza,0,2,A,0,0,D
1998-99,04-10-1998,Oviedo,Ath Madrid,3,1,H,1,0,H
1998-99,04-10-1998,Real Madrid,Betis,0,1,A,0,0,D
1998-99,04-10-1998,Salamanca,Valladolid,1,0,H,0,0,D
1998-99,04-10-1998,Sociedad,La Coruna,2,0,H,1,0,H
1998-99,04-10-1998,Tenerife,Mallorca,1,1,D,1,0,H
1998-99,17-10-1998,Ath Bilbao,Valencia,2,0,H,1,0,H
1998-99,17-10-1998,Ath Madrid,Tenerife,2,0,H,0,0,D
1998-99,17-10-1998,Barcelona,Salamanca,1,1,D,0,0,D
1998-99,17-10-1998,Betis,Celta,0,3,A,0,0,D
1998-99,17-10-1998,Villareal,Sociedad,1,1,D,0,1,A
1998-99,17-10-1998,Zaragoza,Real Madrid,3,4,A,1,3,A
1998-99,18-10-1998,La Coruna,Oviedo,4,0,H,3,0,H
1998-99,18-10-1998,Mallorca,Alaves,2,1,H,0,0,D
1998-99,18-10-1998,Santander,Extremadura,3,1,H,0,0,D
1998-99,18-10-1998,Valladolid,Espanol,2,1,H,0,1,A
1998-99,24-10-1998,Celta,Zaragoza,2,0,H,0,0,D
1998-99,25-10-1998,Alaves,Extremadura,0,1,A,0,1,A
1998-99,25-10-1998,Espanol,Barcelona,1,2,A,0,1,A
1998-99,25-10-1998,Mallorca,Ath Madrid,4,0,H,1,0,H
1998-99,25-10-1998,Oviedo,Villareal,0,0,D,0,0,D
1998-99,25-10-1998,Real Madrid,Santander,2,2,D,0,0,D
1998-99,25-10-1998,Salamanca,Ath Bilbao,2,1,H,1,1,D
1998-99,25-10-1998,Sociedad,Valladolid,1,0,H,0,0,D
1998-99,25-10-1998,Tenerife,La Coruna,1,1,D,1,0,H
1998-99,25-10-1998,Valencia,Betis,5,1,H,2,1,H
1998-99,31-10-1998,Ath Bilbao,Espanol,2,2,D,1,1,D
1998-99,31-10-1998,Ath Madrid,Alaves,3,0,H,2,0,H
1998-99,31-10-1998,Barcelona,Sociedad,4,1,H,2,1,H
1998-99,31-10-1998,Betis,Salamanca,1,0,H,0,0,D
1998-99,31-10-1998,Extremadura,Real Madrid,1,5,A,0,3,A
1998-99,31-10-1998,Santander,Celta,2,2,D,0,1,A
1998-99,31-10-1998,Zaragoza,Valencia,1,4,A,1,1,D
1998-99,01-11-1998,La Coruna,Mallorca,1,1,D,1,1,D
1998-99,01-11-1998,Valladolid,Oviedo,2,1,H,0,0,D
1998-99,01-11-1998,Villareal,Tenerife,2,5,A,1,2,A
1998-99,07-11-1998,Espanol,Betis,1,0,H,1,0,H
1998-99,08-11-1998,Alaves,Real Madrid,1,1,D,1,0,H
1998-99,08-11-1998,Ath Madrid,La Coruna,1,1,D,0,0,D
1998-99,08-11-1998,Celta,Extremadura,5,1,H,0,0,D
1998-99,08-11-1998,Mallorca,Villareal,1,0,H,1,0,H
1998-99,08-11-1998,Oviedo,Barcelona,2,1,H,0,1,A
1998-99,08-11-1998,Salamanca,Zaragoza,1,2,A,1,0,H
1998-99,08-11-1998,Sociedad,Ath Bilbao,3,1,H,2,1,H
1998-99,08-11-1998,Tenerife,Valladolid,2,2,D,1,1,D
1998-99,08-11-1998,Valencia,Santander,3,0,H,0,0,D
1998-99,14-11-1998,Real Madrid,Celta,1,2,A,0,1,A
1998-99,15-11-1998,Ath Bilbao,Oviedo,3,5,A,2,1,H
1998-99,15-11-1998,Barcelona,Tenerife,4,1,H,1,1,D
1998-99,15-11-1998,Betis,Sociedad,1,0,H,1,0,H
1998-99,15-11-1998,Extremadura,Valencia,1,0,H,0,0,D
1998-99,15-11-1998,La Coruna,Alaves,2,2,D,1,1,D
1998-99,15-11-1998,Santander,Salamanca,4,1,H,2,0,H
1998-99,15-11-1998,Valladolid,Mallorca,1,0,H,1,0,H
1998-99,15-11-1998,Villareal,Ath Madrid,2,1,H,1,0,H
1998-99,15-11-1998,Zaragoza,Espanol,0,3,A,0,0,D
1998-99,20-11-1998,Tenerife,Ath Bilbao,0,1,A,0,0,D
1998-99,21-11-1998,Alaves,Celta,2,0,H,1,0,H
1998-99,21-11-1998,Ath Madrid,Valladolid,6,1,H,2,1,H
1998-99,21-11-1998,Mallorca,Barcelona,1,0,H,1,0,H
1998-99,21-11-1998,Oviedo,Betis,0,1,A,0,1,A
1998-99,21-11-1998,Sociedad,Zaragoza,0,0,D,0,0,D
1998-99,21-11-1998,Valencia,Real Madrid,3,1,H,1,0,H
1998-99,22-11-1998,Espanol,Santander,1,1,D,0,0,D
1998-99,22-11-1998,La Coruna,Villareal,2,1,H,1,1,D
1998-99,22-11-1998,Salamanca,Extremadura,2,1,H,0,0,D
1998-99,28-11-1998,Barcelona,Ath Madrid,0,1,A,0,1,A
1998-99,29-11-1998,Ath Bilbao,Mallorca,1,0,H,1,0,H
1998-99,29-11-1998,Betis,Tenerife,1,0,H,0,0,D
1998-99,29-11-1998,Celta,Valencia,2,2,D,1,1,D
1998-99,29-11-1998,Extremadura,Espanol,1,0,H,1,0,H
1998-99,29-11-1998,Santander,Sociedad,0,1,A,0,0,D
1998-99,29-11-1998,Valladolid,La Coruna,0,1,A,0,1,A
1998-99,29-11-1998,Villareal,Alaves,2,0,H,1,0,H
1998-99,29-11-1998,Zaragoza,Oviedo,1,0,H,1,0,H
1998-99,05-12-1998,Ath Madrid,Ath Bilbao,0,0,D,0,0,D
1998-99,05-12-1998,Espanol,Real Madrid,0,0,D,0,0,D
1998-99,05-12-1998,La Coruna,Barcelona,2,1,H,0,0,D
1998-99,05-12-1998,Mallorca,Betis,1,0,H,0,0,D
1998-99,05-12-1998,Salamanca,Celta,1,1,D,0,1,A
1998-99,05-12-1998,Sociedad,Extremadura,2,0,H,1,0,H
1998-99,06-12-1998,Alaves,Valencia,0,1,A,0,0,D
1998-99,06-12-1998,Oviedo,Santander,1,0,H,1,0,H
1998-99,06-12-1998,Tenerife,Zaragoza,1,1,D,0,0,D
1998-99,06-12-1998,Villareal,Valladolid,2,1,H,1,0,H
1998-99,12-12-1998,Betis,Ath Madrid,0,0,D,0,0,D
1998-99,13-12-1998,Ath Bilbao,La Coruna,2,1,H,1,1,D
1998-99,13-12-1998,Barcelona,Villareal,1,3,A,0,2,A
1998-99,13-12-1998,Celta,Espanol,2,0,H,2,0,H
1998-99,13-12-1998,Extremadura,Oviedo,0,1,A,0,1,A
1998-99,13-12-1998,Real Madrid,Sociedad,3,2,H,1,0,H
1998-99,13-12-1998,Santander,Tenerife,0,0,D,0,0,D
1998-99,13-12-1998,Valencia,Salamanca,1,0,H,0,0,D
1998-99,13-12-1998,Valladolid,Alaves,3,0,H,0,0,D
1998-99,13-12-1998,Zaragoza,Mallorca,0,1,A,0,1,A
1998-99,19-12-1998,La Coruna,Betis,2,2,D,1,1,D
1998-99,20-12-1998,Alaves,Salamanca,1,0,H,0,0,D
1998-99,20-12-1998,Ath Madrid,Zaragoza,0,0,D,0,0,D
1998-99,20-12-1998,Espanol,Valencia,2,1,H,1,1,D
1998-99,20-12-1998,Mallorca,Santander,1,1,D,0,0,D
1998-99,20-12-1998,Oviedo,Real Madrid,1,0,H,0,0,D
1998-99,20-12-1998,Sociedad,Celta,2,0,H,1,0,H
1998-99,20-12-1998,Tenerife,Extremadura,1,1,D,0,0,D
1998-99,20-12-1998,Valladolid,Barcelona,0,1,A,0,1,A
1998-99,20-12-1998,Villareal,Ath Bilbao,0,1,A,0,0,D
1998-99,02-01-1999,Valencia,Sociedad,2,0,H,1,0,H
1998-99,03-01-1999,Ath Bilbao,Valladolid,2,1,H,0,1,A
1998-99,03-01-1999,Barcelona,Alaves,7,1,H,2,0,H
1998-99,03-01-1999,Betis,Villareal,4,1,H,1,0,H
1998-99,03-01-1999,Celta,Oviedo,6,2,H,3,0,H
1998-99,03-01-1999,Extremadura,Mallorca,1,0,H,1,0,H
1998-99,03-01-1999,Real Madrid,Tenerife,4,0,H,1,0,H
1998-99,03-01-1999,Salamanca,Espanol,2,3,A,2,1,H
1998-99,03-01-1999,Santander,Ath Madrid,2,3,A,0,2,A
1998-99,03-01-1999,Zaragoza,La Coruna,3,1,H,0,1,A
1998-99,06-01-1999,Real Madrid,Salamanca,3,1,H,1,1,D
1998-99,09-01-1999,Barcelona,Ath Bilbao,4,2,H,2,0,H
1998-99,10-01-1999,Alaves,Espanol,1,1,D,0,1,A
1998-99,10-01-1999,Ath Madrid,Extremadura,5,0,H,2,0,H
1998-99,10-01-1999,La Coruna,Santander,1,2,A,0,1,A
1998-99,10-01-1999,Mallorca,Real Madrid,2,1,H,2,0,H
1998-99,10-01-1999,Oviedo,Valencia,2,2,D,2,1,H
1998-99,10-01-1999,Sociedad,Salamanca,4,0,H,0,0,D
1998-99,10-01-1999,Tenerife,Celta,0,2,A,0,0,D
1998-99,10-01-1999,Valladolid,Betis,0,3,A,,,
1998-99,10-01-1999,Villareal,Zaragoza,1,1,D,1,0,H
1998-99,16-01-1999,Celta,Mallorca,4,2,H,1,1,D
1998-99,17-01-1999,Alaves,Ath Bilbao,1,2,A,0,1,A
1998-99,17-01-1999,Betis,Barcelona,0,3,A,0,2,A
1998-99,17-01-1999,Espanol,Sociedad,0,0,D,0,0,D
1998-99,17-01-1999,Extremadura,La Coruna,1,2,A,0,1,A
1998-99,17-01-1999,Real Madrid,Ath Madrid,4,2,H,1,0,H
1998-99,17-01-1999,Salamanca,Oviedo,1,1,D,0,0,D
1998-99,17-01-1999,Santander,Villareal,1,2,A,0,1,A
1998-99,17-01-1999,Valencia,Tenerife,1,1,D,1,0,H
1998-99,17-01-1999,Zaragoza,Valladolid,2,0,H,0,0,D
1998-99,23-01-1999,Ath Bilbao,Betis,0,0,D,0,0,D
1998-99,24-01-1999,Ath Madrid,Celta,2,1,H,1,0,H
1998-99,24-01-1999,Barcelona,Zaragoza,3,1,H,1,0,H
1998-99,24-01-1999,La Coruna,Real Madrid,4,0,H,3,0,H
1998-99,24-01-1999,Mallorca,Valencia,0,1,A,0,0,D
1998-99,24-01-1999,Oviedo,Espanol,1,1,D,0,1,A
1998-99,24-01-1999,Sociedad,Alaves,2,1,H,1,1,D
1998-99,24-01-1999,Tenerife,Salamanca,1,0,H,0,0,D
1998-99,24-01-1999,Valladolid,Santander,0,0,D,0,0,D
1998-99,24-01-1999,Villareal,Extremadura,1,1,D,1,1,D
1998-99,30-01-1999,Ath Bilbao,Zaragoza,2,0,H,1,0,H
1998-99,30-01-1999,Ath Madrid,Valencia,1,2,A,1,2,A
1998-99,30-01-1999,Betis,Alaves,1,0,H,0,0,D
1998-99,30-01-1999,Mallorca,Salamanca,1,0,H,0,0,D
1998-99,30-01-1999,Oviedo,Sociedad,2,1,H,0,0,D
1998-99,30-01-1999,Villareal,Real Madrid,0,2,A,0,0,D
1998-99,31-01-1999,Barcelona,Santander,3,2,H,2,1,H
1998-99,31-01-1999,La Coruna,Celta,2,1,H,2,0,H
1998-99,31-01-1999,Tenerife,Espanol,0,0,D,0,0,D
1998-99,31-01-1999,Valladolid,Extremadura,0,0,D,0,0,D
1998-99,06-02-1999,Valencia,La Coruna,0,0,D,0,0,D
1998-99,07-02-1999,Alaves,Oviedo,2,2,D,1,0,H
1998-99,07-02-1999,Celta,Villareal,4,1,H,1,1,D
1998-99,07-02-1999,Espanol,Mallorca,1,0,H,1,0,H
